id;category;difficulty;question_fr;question_en;choices_fr;choices_en;correct;explanation_fr;explanation_en;source_hint
76;Histoire;1;"Quel événement est associé au 11 novembre 1918 ?";"What event is associated with November 11, 1918?";"A) Début de la Seconde Guerre mondiale | B) Armistice de la Première Guerre mondiale | C) Chute du mur de Berlin | D) Révolution américaine";"A) Start of World War II | B) Armistice of World War I | C) Fall of the Berlin Wall | D) American Revolution";"B";"L’armistice du 11 novembre 1918 met fin aux combats de la Première Guerre mondiale.";"The November 11, 1918 armistice ended the fighting in World War I."
77;Histoire;2;"Quel empire domine une grande partie de l’Amérique du Sud avant la conquête espagnole ?";"Which empire dominated much of South America before the Spanish conquest?";"A) Inca | B) Viking | C) Carolingien | D) Assyrien";"A) Inca | B) Viking | C) Carolingian | D) Assyrian";"A";"L’Empire inca s’étendait sur une large zone andine.";"The Inca Empire covered a vast Andean region."
78;Histoire;3;"Quel plan américain (1947) vise à aider à la reconstruction de l’Europe après 1945 ?";"Which U.S. plan (1947) aimed to help rebuild Europe after 1945?";"A) Plan Dawes | B) Plan Marshall | C) Plan Schlieffen | D) Plan Barbarossa";"A) Dawes Plan | B) Marshall Plan | C) Schlieffen Plan | D) Operation Barbarossa";"B";"Le plan Marshall finance une partie de la reconstruction européenne.";"The Marshall Plan funded part of Europe’s reconstruction."
79;Histoire;2;"Quelle civilisation a développé l’écriture cunéiforme ?";"Which civilization developed cuneiform writing?";"A) Sumérienne | B) Inca | C) Viking | D) Celtique";"A) Sumerian | B) Inca | C) Viking | D) Celtic";"A";"L’écriture cunéiforme apparaît en Mésopotamie, notamment chez les Sumériens.";"Cuneiform emerged in Mesopotamia, notably among the Sumerians."
80;Histoire;2;"Qui est le chef militaire carthaginois célèbre pour avoir traversé les Alpes ?";"Which Carthaginian commander is famous for crossing the Alps?";"A) César | B) Hannibal | C) Alexandre le Grand | D) Saladin";"A) Caesar | B) Hannibal | C) Alexander the Great | D) Saladin";"B";"Hannibal traverse les Alpes pendant la Deuxième guerre punique.";"Hannibal crossed the Alps during the Second Punic War."
81;Histoire;1;"Quel pays est dirigé par les tsars avant 1917 ?";"Which country was ruled by tsars before 1917?";"A) Russie | B) Japon | C) Brésil | D) Canada";"A) Russia | B) Japan | C) Brazil | D) Canada";"A";"Les tsars gouvernent la Russie jusqu’à la révolution de 1917.";"Tsars ruled Russia until the 1917 revolution."
82;Histoire;3;"Quelle conférence de 1884–1885 organise en partie le partage colonial de l’Afrique entre puissances européennes ?";"Which 1884–1885 conference helped organize the colonial partition of Africa among European powers?";"A) Conférence de Berlin | B) Congrès de Vienne | C) Conférence de Yalta | D) Conférence de Potsdam";"A) Berlin Conference | B) Congress of Vienna | C) Yalta Conference | D) Potsdam Conference";"A";"La conférence de Berlin (1884–1885) encadre la 'course à l’Afrique'.";"The Berlin Conference (1884–1885) framed the 'Scramble for Africa'."
83;Histoire;2;"Quel mouvement religieux du XVIe siècle est associé à Martin Luther ?";"Which 16th-century religious movement is associated with Martin Luther?";"A) Renaissance | B) Réforme protestante | C) Humanisme | D) Romantisme";"A) Renaissance | B) Protestant Reformation | C) Humanism | D) Romanticism";"B";"Luther est une figure majeure de la Réforme protestante.";"Luther was a major figure of the Protestant Reformation."
84;Histoire;2;"Quel événement de 1783 met fin à la guerre d’indépendance américaine ?";"Which 1783 event ended the American Revolutionary War?";"A) Traité de Paris (1783) | B) Traité de Versailles (1919) | C) Congrès de Vienne | D) Traité de Troyes";"A) Treaty of Paris (1783) | B) Treaty of Versailles (1919) | C) Congress of Vienna | D) Treaty of Troyes";"A";"Le traité de Paris de 1783 reconnaît l’indépendance des États-Unis.";"The 1783 Treaty of Paris recognized U.S. independence."
85;Histoire;1;"Quel est le nom de l’écriture utilisée dans l’Égypte antique sur les monuments ?";"What is the name of the script used on monuments in Ancient Egypt?";"A) Alphabet latin | B) Hiéroglyphes | C) Cuneiforme | D) Runique";"A) Latin alphabet | B) Hieroglyphs | C) Cuneiform | D) Runic";"B";"Les hiéroglyphes sont l’écriture monumentale emblématique de l’Égypte antique.";"Hieroglyphs are the iconic monumental script of Ancient Egypt."
86;Histoire;3;"Quel événement de 1956 marque une crise majeure en Hongrie face à l’URSS ?";"Which 1956 event marked a major crisis in Hungary against the USSR?";"A) Printemps de Prague | B) Insurrection de Budapest (révolution hongroise) | C) Crise de Cuba | D) Guerre de Corée";"A) Prague Spring | B) Hungarian Revolution (Budapest uprising) | C) Cuban Missile Crisis | D) Korean War";"B";"La révolution hongroise de 1956 est réprimée par l’URSS.";"The 1956 Hungarian Revolution was suppressed by the USSR."
87;Histoire;2;"Qui est couronné empereur en 800 à Rome ?";"Who was crowned emperor in Rome in the year 800?";"A) Charlemagne | B) Napoléon Ier | C) Otton Ier | D) Henri VIII";"A) Charlemagne | B) Napoleon I | C) Otto I | D) Henry VIII";"A";"Charlemagne est couronné empereur par le pape Léon III en 800.";"Charlemagne was crowned emperor by Pope Leo III in 800."
88;Histoire;1;"Quel pays lance le premier satellite artificiel, Spoutnik 1, en 1957 ?";"Which country launched the first artificial satellite, Sputnik 1, in 1957?";"A) États-Unis | B) URSS | C) France | D) Chine";"A) United States | B) USSR | C) France | D) China";"B";"Spoutnik 1 est lancé par l’Union soviétique en 1957.";"Sputnik 1 was launched by the Soviet Union in 1957."
89;Histoire;2;"Quel est le nom de la guerre entre la France et l’Angleterre (1337–1453) ?";"What is the name of the war between France and England (1337–1453)?";"A) Guerre de Trente Ans | B) Guerre de Cent Ans | C) Guerre de Sept Ans | D) Guerre de Succession d’Espagne";"A) Thirty Years’ War | B) Hundred Years’ War | C) Seven Years’ War | D) War of the Spanish Succession";"B";"La guerre de Cent Ans dure de 1337 à 1453.";"The Hundred Years’ War lasted from 1337 to 1453."
90;Histoire;3;"Quelle révolution industrielle commence d’abord au XVIIIe siècle ?";"Which country saw the Industrial Revolution begin first in the 18th century?";"A) Allemagne | B) Royaume-Uni | C) Russie | D) Espagne";"A) Germany | B) United Kingdom | C) Russia | D) Spain";"B";"La première révolution industrielle démarre au Royaume-Uni.";"The first Industrial Revolution began in the United Kingdom."
91;Histoire;2;"Quel dirigeant sud-africain devient un symbole de la lutte contre l’apartheid ?";"Which South African leader became a symbol of the fight against apartheid?";"A) Nelson Mandela | B) Fidel Castro | C) Charles de Gaulle | D) Mao Zedong";"A) Nelson Mandela | B) Fidel Castro | C) Charles de Gaulle | D) Mao Zedong";"A";"Mandela incarne la lutte anti-apartheid et devient président en 1994.";"Mandela embodied the anti-apartheid struggle and became president in 1994."
92;Histoire;1;"Quelle civilisation est associée au Parthénon ?";"Which civilization is associated with the Parthenon?";"A) Grecque antique | B) Égyptienne | C) Maya | D) Perse";"A) Ancient Greek | B) Egyptian | C) Maya | D) Persian";"A";"Le Parthénon est un temple de l’Athènes antique.";"The Parthenon is a temple of ancient Athens."
93;Histoire;2;"Quel événement marque la fin de la Seconde Guerre mondiale en Europe ?";"Which event marks the end of World War II in Europe?";"A) Capitulation de l’Allemagne nazie (mai 1945) | B) Attaque de Pearl Harbor | C) Débarquement de Normandie | D) Bombes d’Hiroshima et Nagasaki";"A) Nazi Germany’s surrender (May 1945) | B) Attack on Pearl Harbor | C) D-Day landings | D) Hiroshima and Nagasaki bombings";"A";"La capitulation allemande en mai 1945 met fin à la guerre en Europe.";"Germany’s surrender in May 1945 ended the war in Europe."
94;Histoire;3;"Quel est le nom de la période de prospérité économique en France après 1945 jusqu’aux années 1970 ?";"What is the name of the period of economic prosperity in France after 1945 until the 1970s?";"A) La Belle Époque | B) Les Trente Glorieuses | C) Le Siècle des Lumières | D) La Restauration";"A) Belle Époque | B) The 'Trente Glorieuses' | C) Age of Enlightenment | D) The Restoration";"B";"Les 'Trente Glorieuses' désignent la forte croissance de l’après-guerre.";"The 'Trente Glorieuses' refers to strong postwar economic growth."
95;Histoire;2;"Quel royaume africain médiéval est célèbre pour sa richesse en or et Mansa Moussa ?";"Which medieval African empire is famous for its gold wealth and Mansa Musa?";"A) Empire du Mali | B) Empire romain | C) Empire mongol | D) Empire ottoman";"A) Mali Empire | B) Roman Empire | C) Mongol Empire | D) Ottoman Empire";"A";"Mansa Moussa dirige l’Empire du Mali, réputé pour sa richesse.";"Mansa Musa ruled the Mali Empire, famed for its wealth."
96;Histoire;1;"Qui est associé à la découverte de la pénicilline en 1928 ?";"Who is associated with the discovery of penicillin in 1928?";"A) Marie Curie | B) Alexander Fleming | C) Louis Pasteur | D) Gregor Mendel";"A) Marie Curie | B) Alexander Fleming | C) Louis Pasteur | D) Gregor Mendel";"B";"Fleming observe l’effet antibactérien de la pénicilline en 1928.";"Fleming observed penicillin’s antibacterial effect in 1928."
97;Histoire;2;"Quelle dynastie règne en France à l’époque de Hugues Capet ?";"Which dynasty began ruling France with Hugh Capet?";"A) Mérovingiens | B) Carolingiens | C) Capétiens | D) Plantagenêts";"A) Merovingians | B) Carolingians | C) Capetians | D) Plantagenets";"C";"Hugues Capet fonde la dynastie capétienne en 987.";"Hugh Capet founded the Capetian dynasty in 987."
98;Histoire;3;"Quel traité de 1957 fonde la Communauté économique européenne (CEE) ?";"Which 1957 treaty founded the European Economic Community (EEC)?";"A) Traité de Rome | B) Traité de Lisbonne | C) Traité de Maastricht | D) Traité de Schengen";"A) Treaty of Rome | B) Treaty of Lisbon | C) Maastricht Treaty | D) Schengen Agreement";"A";"Le traité de Rome (1957) crée la CEE.";"The Treaty of Rome (1957) created the EEC."
99;Histoire;2;"Quel événement de 1969 est lié à Neil Armstrong ?";"Which 1969 event is linked to Neil Armstrong?";"A) Premier vol des frères Wright | B) Premier pas sur la Lune | C) Chute du mur de Berlin | D) Invention d’Internet";"A) Wright brothers’ first flight | B) First step on the Moon | C) Fall of the Berlin Wall | D) Invention of the Internet";"B";"Neil Armstrong est le premier humain à marcher sur la Lune en 1969.";"Neil Armstrong was the first human to walk on the Moon in 1969."
100;Histoire;3;"Quel empire est dirigé par Soliman le Magnifique au XVIe siècle ?";"Which empire was ruled by Suleiman the Magnificent in the 16th century?";"A) Empire ottoman | B) Empire byzantin | C) Empire britannique | D) Empire austro-hongrois";"A) Ottoman Empire | B) Byzantine Empire | C) British Empire | D) Austro-Hungarian Empire";"A";"Soliman le Magnifique est un sultan majeur de l’Empire ottoman.";"Suleiman the Magnificent was a major sultan of the Ottoman Empire."
103;Géographie;1;"Sur quel continent se trouve le désert du Sahara ?";"On which continent is the Sahara Desert located?";"A) Asie | B) Afrique | C) Europe | D) Amérique du Sud";"A) Asia | B) Africa | C) Europe | D) South America";"B";"Le Sahara est le grand désert chaud d’Afrique du Nord.";"The Sahara is the large hot desert of North Africa."
105;Géographie;1;"Quel océan borde la côte ouest de l’Amérique du Sud ?";"Which ocean borders the west coast of South America?";"A) Atlantique | B) Pacifique | C) Indien | D) Arctique";"A) Atlantic | B) Pacific | C) Indian | D) Arctic";"B";"La côte ouest sud-américaine donne sur l’océan Pacifique.";"South America’s west coast faces the Pacific Ocean."
106;Géographie;2;"Quel est le plus haut sommet d’Afrique ?";"What is the highest peak in Africa?";"A) Mont Kenya | B) Kilimandjaro | C) Mont Elbrouz | D) Aconcagua";"A) Mount Kenya | B) Kilimanjaro | C) Mount Elbrus | D) Aconcagua";"B";"Le Kilimandjaro (Tanzanie) est le point culminant de l’Afrique.";"Kilimanjaro (Tanzania) is Africa’s highest point."
107;Géographie;1;"Quelle est la capitale du Japon ?";"What is the capital of Japan?";"A) Kyoto | B) Tokyo | C) Osaka | D) Sapporo";"A) Kyoto | B) Tokyo | C) Osaka | D) Sapporo";"B";"Tokyo est la capitale du Japon.";"Tokyo is the capital of Japan."
108;Géographie;2;"Quel détroit sépare l’Europe et l’Afrique ?";"Which strait separates Europe and Africa?";"A) Détroit de Béring | B) Détroit de Gibraltar | C) Détroit de Magellan | D) Bosphore";"A) Bering Strait | B) Strait of Gibraltar | C) Strait of Magellan | D) Bosporus";"B";"Le détroit de Gibraltar relie l’Atlantique et la Méditerranée, entre Espagne et Maroc.";"The Strait of Gibraltar connects the Atlantic and the Mediterranean, between Spain and Morocco."
109;Géographie;1;"Dans quel pays se trouve la ville de Rio de Janeiro ?";"In which country is Rio de Janeiro located?";"A) Argentine | B) Brésil | C) Mexique | D) Pérou";"A) Argentina | B) Brazil | C) Mexico | D) Peru";"B";"Rio de Janeiro est une grande ville du Brésil.";"Rio de Janeiro is a major city in Brazil."
110;Géographie;2;"Quelle chaîne de montagnes contient le mont Everest ?";"Which mountain range contains Mount Everest?";"A) Andes | B) Alpes | C) Himalaya | D) Rocheuses";"A) Andes | B) Alps | C) Himalayas | D) Rockies";"C";"Le mont Everest se trouve dans l’Himalaya.";"Mount Everest is in the Himalayas."
111;Géographie;1;"Quelle mer borde la côte sud de la France métropolitaine ?";"Which sea borders southern metropolitan France?";"A) Mer du Nord | B) Mer Baltique | C) Mer Méditerranée | D) Mer Noire";"A) North Sea | B) Baltic Sea | C) Mediterranean Sea | D) Black Sea";"C";"Le sud de la France métropolitaine est bordé par la Méditerranée.";"Southern metropolitan France borders the Mediterranean."
112;Géographie;2;"Quel est le plus long fleuve de France métropolitaine ?";"What is the longest river in metropolitan France?";"A) Seine | B) Loire | C) Rhône | D) Garonne";"A) Seine | B) Loire | C) Rhône | D) Garonne";"B";"La Loire est le plus long fleuve de France métropolitaine.";"The Loire is the longest river in metropolitan France."
113;Géographie;2;"Quelle est la capitale du Canada ?";"What is the capital of Canada?";"A) Toronto | B) Vancouver | C) Ottawa | D) Montréal";"A) Toronto | B) Vancouver | C) Ottawa | D) Montreal";"C";"Ottawa est la capitale du Canada.";"Ottawa is Canada’s capital."
114;Géographie;1;"Combien y a-t-il de continents sur Terre (modèle le plus courant) ?";"How many continents are there on Earth (most common model)?";"A) 5 | B) 6 | C) 7 | D) 8";"A) 5 | B) 6 | C) 7 | D) 8";"C";"Le modèle le plus courant compte 7 continents.";"The most common model counts 7 continents."
